店名,場所,経度,緯度
セブンイレブン／千曲八幡店,長野県飯田市松尾寺所 ７３４０−１,137.85474,35.49479
セブンイレブン／飯田松尾寺所店,長野県大町市常盤 ３５８８−２,137.8439,36.47496
セブンイレブン／信濃常盤駅入口店,長野県長野市大字北長池 ３５７−７,138.23819,36.64449
ファミリーマート／長野木工団地店,長野県下高井郡山ノ内町大字夜間瀬 ３０１６−１,138.47041,36.77447
セブンイレブン／北志賀夜間瀬店,長野県飯田市松尾上溝 ２６５８−３,137.84354,35.50189
セブンイレブン／飯田松尾上溝店,長野県松本市深志１丁目 ２−３１,137.96603,36.23059
ファミリーマート／松本駅東口店,長野県北佐久郡御代田町大字塩野 ３４０２−１,138.51549,36.33783
マイショップサンライン浅間店,長野県諏訪郡原村室内 １１５３１−１,138.20821,35.96073
セブンイレブン信州原村店,長野県木曽郡南木曽町読書 ３６７１−２,137.64111,35.6191
セブンイレブン南木曽町店,長野県千曲市大字上山田 ８６８−２,138.13503,36.47159
ファミリーマート／千曲上山田店,長野県小諸市東雲２丁目 ７−１１,138.42592,36.32722
ＬＥＭＯＮ,長野県諏訪市沖田町２丁目 １４７−１−２,138.13582,36.00278
ファミリーマート／諏訪沖田２丁目店,長野県長野市大字南長野末広町 １３６２,138.18719,36.64426
ファミリーマート／長野駅前店,長野県松本市大字今井 １２７４−２,137.90649,36.14855
セブンイレブン／松本今井店,長野県北佐久郡御代田町大字草越向原 １１７３−１３０,138.53642,36.32134
セブンイレブン／御代田草越店,長野県長野市上松２丁目 ２８−３,138.1931,36.66816
ローソン／長野上松二丁目店,長野県飯田市東和町３丁目 ５２６５−１,137.82271,35.52027
ファミリーマート／飯田東和町店,長野県長野市合戦場３丁目 ４０,138.15816,36.57793
ファミリーマート／長野合戦場店,長野県伊那市日影 ７１−１,137.98401,35.8382
セブンイレブン／伊那みすず店,長野県飯田市山本 ３９６−２,137.76099,35.4738
ファミリーマート飯田山本店,長野県上伊那郡中川村片桐 １７５２−１,137.92046,35.63304
セブンイレブン信州中川村店,長野県駒ヶ根市赤穂大徳原 １５−１６０,137.92206,35.72798
ファミリーマート駒ケ岳サービスエリア上り店,長野県諏訪市大字四賀 ６６２−１,138.13956,36.02462
ファミリーマート／諏訪四賀店,長野県長野市篠ノ井東福寺 ３３６４,138.17142,36.57595
セブン・イレブン／長野松代清野店,長野県伊那市西春近 ３１３６−３,137.91621,35.81862
セブンイレブン／伊那西春近店,長野県上田市神畑乙 １２１−１,138.21658,36.37632
ファミリーマート／上田神畑南店,長野県長野市大字川合新田 １０４８,138.20752,36.62127
ファミリーマート／長野川合新田店,長野県諏訪郡富士見町富士見 ３３０１−３,138.2305,35.91337
セブンイレブン／富士見町富士見店,長野県長野市大字鶴賀権堂町 ２２０１−２３,138.19151,36.65329
セブン・イレブン／長野権堂店,長野県諏訪郡下諏訪町下諏訪 ４３５４−２,138.07382,36.08288
セブンイレブン／下諏訪西大路店,長野県千曲市大字内川 ８２３−１,138.13454,36.50719
セブンイレブン／戸倉内川店,長野県須坂市 須坂南横１６１４−１,138.30896,36.65745
ファミリーマート／須坂駅南店,長野県上田市小泉 １９１−２,138.19249,36.38481
セブンイレブン／上田小泉店,長野県北安曇郡白馬村大字北城エコーランド ３０２０−９６２,137.85841,36.7022
ヤマザキショップ白馬ジャジャ店,長野県塩尻市大字広丘野村 １０２６−１,137.95149,36.14445
ファミリーマート／塩尻金塚店,長野県長野市川中島町上氷鉋 １３６８−１,138.15169,36.61318
セブン・イレブン／長野川中島駅前店,長野県松本市大字寿白瀬渕 ２１６７−１,137.98755,36.18261
セブンイレブン／松本白姫店,長野県須坂市大字八町上八町 １７６５−１,138.30836,36.62265
ローソン／須坂上八町店,長野県埴科郡坂城町大字坂城 ８８８１−２,138.19969,36.46807
セブン‐イレブン千曲川さかきパーキングエリア／下り,長野県松本市野溝木工１丁目 ５−３,137.96059,36.20202
ファミリーマート／松本木工団地店,長野県駒ヶ根市梨の木 １５６５３−２,137.94356,35.73251
セブンイレブン／駒ヶ根梨の木店,長野県木曽郡上松町大字小川 ２３４１−１,137.69957,35.77406
セブンイレブン木曽上松寝覚店,長野県上田市秋和 ２５１−１,138.22989,36.40982
ファミリーマート／上田秋和店,長野県佐久市中込１丁目 ７−４,138.47609,36.23157
ファミリーマート／佐久中込店,長野県下伊那郡喬木村阿島 ９４４−１,137.88531,35.51689
ファミリーマート喬木阿島店,長野県千曲市大字屋代 ３１４３−３８,138.13477,36.5533
セブンイレブン／屋代団地店,長野県長野市大字栗田 １６９−１,138.19244,36.63591
セブン・イレブン／ホクト文化ホール入口店,長野県須坂市大字須坂東横町 １２６８−５,138.30896,36.65745
ローソン／須坂東横町店,長野県松本市村井町南４丁目 ３−１８,137.96387,36.1734
セブンイレブン／松本芳川村井町店,長野県千曲市大字戸倉 １８７６−１,138.15065,36.49192
ローソン／戸倉今井店,長野県茅野市本町東 ７−５５,138.16745,36.00025
ファミリーマート／茅野本町東店,長野県岡谷市川岸上１丁目 １３−１,138.02876,36.04971
デイリーヤマザキ岡谷鶴峯店,長野県安曇野市明科中川手 ２９６２−１,137.92538,36.35164
セブンイレブン／明科中川手店,長野県塩尻市大門五番町 ７８−１,137.95874,36.11472
セブンイレブン／塩尻日ノ出町店,長野県長野市大字栗田 １０３８,138.18825,36.64252
ＮＥＷＤＡＹＳ／長野駅,長野県岡谷市川岸上１丁目 ４−１８,138.03072,36.0511
セブンイレブン／岡谷川岸店,長野県松本市平田東１丁目 １０−１０,137.97034,36.20453
セブンイレブン／松本平田東店,長野県長野市大字大豆島 ４２０９,138.23819,36.62869
ローソン／長野大豆島店,長野県松本市小屋南１丁目 １２−１,137.97166,36.23767
株式会社オリショウ,長野県千曲市大字中 ２５２−１,138.11945,36.51862
ローソン／更埴埴生店,長野県上田市中央１丁目 ７−１９,138.254,36.39767
ローソン／上田中央一丁目店,長野県佐久市新子田 １６８０−６,138.49673,36.25772
セブンイレブン／佐久新子田店,長野県長野市若里２丁目 ８６７−１,138.19414,36.63298
セブン・イレブン／長野若里店,長野県松本市波田 ６４１６−１３,137.85353,36.19152
ローソン／サラダ街道中波田店,長野県長野市稲田３丁目 ３７−５,138.23083,36.67322
ローソン／長野稲田三丁目店,長野県長野市大字南長野南県町 １００２−２,138.18259,36.64941
ローソン／長野県庁前店,長野県小県郡青木村大字村松 １５３−１,138.12653,36.38198
セブン‐イレブン信州青木村店,長野県岡谷市長地源２丁目 ３１６８−１,138.07127,36.0786
セブンイレブン／岡谷長地店,長野県伊那市西箕輪 ６５７９,137.92703,35.87519
ＪＡ上伊那本所／西箕輪支所／ファミリーマートＪＡ西箕輪店,長野県千曲市大字桜堂 ３６８−１,138.12268,36.52904
ローソン／千曲桜堂店,長野県長野市檀田２丁目 ５０−３４,138.21259,36.67579
ローソン／長野檀田店,長野県上田市長瀬 ３０６４−１,138.28786,36.35635
ファミリーマート／上田長瀬店,長野県北佐久郡立科町大字芦田 １１７０−１,138.31828,36.27084
セブンイレブン立科町店,長野県上伊那郡箕輪町大字中箕輪木下 １１３８５−１,137.95253,35.92954
セブンイレブン箕輪バイパス店,長野県北佐久郡立科町大字山部 １５０,138.30954,36.28404
ローソン／立科山部店,長野県諏訪市湖岸通り３丁目 １−２４,138.11313,36.04978
ローソン／諏訪湖岸通り店,長野県松本市波田 ２９９８−１,137.89191,36.21669
セブンイレブン／波田赤松店,長野県須坂市大字村山村山町 １９４−５,138.27629,36.66336
デイリーヤマザキ須坂村山店,長野県松本市沢村３丁目 １−６,137.96646,36.25251
ファミリーマート／松本沢村店,長野県北安曇郡池田町大字池田 ３２０７−１−１Ｆ,137.87279,36.42165
ファミリーマート／ＪＡ大北あづみ病院店,長野県茅野市中沖 ６−２,138.13263,36.00308
ローソン／茅野中沖店,長野県埴科郡坂城町大字坂城四ツ屋 ９４６５−１,138.19969,36.46807
セブンイレブン／坂城四ツ屋店,長野県松本市村井町南２丁目 １−３２,137.96373,36.18171
ファミリーマート／松本芳川村井店,長野県上田市芳田 １７９９−１０,138.29083,36.37806
セブンイレブン／上田芳田店,長野県長野市篠ノ井会 ７７４−１,138.15404,36.57261
セブン・イレブン／篠ノ井会店,長野県長野市大字徳間 ３２１４,138.23122,36.67802
デイリーヤマザキ／長野徳間店,長野県上田市上丸子 １４６２−８,138.26933,36.31827
ファミリーマート／上田上丸子店,長野県長野市柳町 １２４７−３,138.20052,36.65337
セブン・イレブン／長野柳町店,長野県東筑摩郡山形村山形 １５７５−１,137.87315,36.16633
ファミリーマート新山形グリンロード店,長野県北佐久郡御代田町大字馬瀬口 ７９３−１,138.50281,36.32505
ローソン／御代田馬瀬口店,長野県佐久市中込 ２８３４−７,138.47781,36.24601
セブンイレブン／佐久中込中央店,長野県上伊那郡宮田村宮田 ６２４６−１,137.95039,35.76236
セブンイレブン／宮田駒ヶ原店,長野県東御市和大川 ２５０７,138.33035,36.38346
セブン・イレブン／東御和店,長野県長野市大字高田 ４０７−１,138.21124,36.64968
ファミリーマート／長野五分一店,長野県佐久市中込 ３４００−２８,138.47285,36.25197
ファミリーマート／ＪＡ佐久浅間医療センター店,長野県松本市村井町南３丁目 １−８,137.96037,36.17381
サークルＫ松本村井店,長野県諏訪市大字豊田 ２８２,138.10774,36.02741
ファミリーマート／諏訪文出店,長野県長野市大字鶴賀緑町 １６１３,138.19467,36.64853
セブン・イレブン／長野市役所店,長野県佐久市下小田切 １０３−７,138.4785,36.18913
ローソン／臼田店,長野県長野市大字三輪荒屋 １１６９−１,138.20477,36.65342
ファミリーマート／長野三輪荒屋店,長野県北佐久郡御代田町大字馬瀬口 １８５５−７,138.50679,36.32092
セブンイレブン／御代田旭町店,長野県佐久市岩村田 ６５１−１,138.47781,36.27069
セブンイレブン／佐久岩村田相生店,長野県松本市大字寿小赤 ２５７５−１,137.97136,36.16487
ローソン／松本寿小赤店,長野県長野市大字北長池 １１７６−５,138.24881,36.65714
ローソン／長野北長池店,長野県長野市早苗町 ４３,138.19748,36.65017
